,City,Date,Latitude,Longitude,patient_count,EVENT_ID,County,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,Impact,distance_km,day_of_week,patient_dow_norm
19,Carbondale,2024-01-09,38.8186156,-95.6891498,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-4.179488275442806
20,Carbondale,2025-01-09,38.8186156,-95.6891498,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.24564623040531688
21,Carbondale,2022-01-10,38.8186156,-95.6891498,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.9219363295610423
22,Carbondale,2023-01-10,38.8186156,-95.6891498,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5125589603311985
23,Carbondale,2024-01-10,38.8186156,-95.6891498,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.296577927935047
24,Carbondale,2025-01-10,38.8186156,-95.6891498,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.014178224600747713
25,Carbondale,2022-01-11,38.8186156,-95.6891498,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.2818025388996901
26,Carbondale,2023-01-11,38.8186156,-95.6891498,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.296577927935047
27,Carbondale,2024-01-11,38.8186156,-95.6891498,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0292173151361792
28,Carbondale,2022-01-12,38.8186156,-95.6891498,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.3732847532644583
29,Carbondale,2023-01-12,38.8186156,-95.6891498,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.8698593719434922
30,Carbondale,2024-01-12,38.8186156,-95.6891498,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.41825762572206293
31,Carbondale,2022-01-13,38.8186156,-95.6891498,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.5511434855581181
32,Carbondale,2023-01-13,38.8186156,-95.6891498,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.5186867166440268
33,Carbondale,2025-01-13,38.8186156,-95.6891498,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.7665543890039297
34,Carbondale,2022-01-14,38.8186156,-95.6891498,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.9601395510533957
35,Carbondale,2025-01-14,38.8186156,-95.6891498,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.7950607611140159
36,Carbondale,2024-01-15,38.8186156,-95.6891498,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.9354780008925072
37,Carbondale,2025-01-15,38.8186156,-95.6891498,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.33956023633143123
38,Carbondale,2023-01-16,38.8186156,-95.6891498,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.513914371491866
39,Carbondale,2024-01-16,38.8186156,-95.6891498,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.9488983754016882
40,Carbondale,2025-01-16,38.8186156,-95.6891498,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.16596725880897337
41,Carbondale,2022-01-17,38.8186156,-95.6891498,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.2462418820067325
42,Carbondale,2023-01-17,38.8186156,-95.6891498,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.6663965746188708
43,Carbondale,2024-01-17,38.8186156,-95.6891498,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.9756984005979095
44,Carbondale,2025-01-17,38.8186156,-95.6891498,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.5186867166440268
45,Carbondale,2022-01-18,38.8186156,-95.6891498,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.8971529960503792
46,Carbondale,2023-01-18,38.8186156,-95.6891498,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.214250212197839
47,Carbondale,2024-01-18,38.8186156,-95.6891498,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.9495383435398357
48,Carbondale,2022-01-19,38.8186156,-95.6891498,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-1.409819715401384
49,Carbondale,2023-01-19,38.8186156,-95.6891498,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.7105014287508051
50,Carbondale,2024-01-19,38.8186156,-95.6891498,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.5186867166440268
51,Carbondale,2022-01-20,38.8186156,-95.6891498,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.1447229174849882
52,Carbondale,2023-01-20,38.8186156,-95.6891498,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.7065481926039366
53,Carbondale,2024-01-20,38.8186156,-95.6891498,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2.0225995873897262
54,Carbondale,2025-01-20,38.8186156,-95.6891498,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4294525655475774
55,Carbondale,2022-01-21,38.8186156,-95.6891498,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.1673404921282429
56,Carbondale,2025-01-21,38.8186156,-95.6891498,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.20488373175585392
57,Carbondale,2024-01-22,38.8186156,-95.6891498,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.7530127176724649
58,Carbondale,2025-01-22,38.8186156,-95.6891498,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.2600429657981215
59,Carbondale,2023-01-23,38.8186156,-95.6891498,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.513914371491866
60,Carbondale,2024-01-23,38.8186156,-95.6891498,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.9488983754016882
61,Carbondale,2025-01-23,38.8186156,-95.6891498,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.6666490879069271
62,Carbondale,2022-01-24,38.8186156,-95.6891498,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.3449907596032886
63,Carbondale,2023-01-24,38.8186156,-95.6891498,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1.0258171825455242
64,Carbondale,2024-01-24,38.8186156,-95.6891498,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.81666385953129
65,Carbondale,2025-01-24,38.8186156,-95.6891498,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.1583235080416846
66,Carbondale,2022-01-25,38.8186156,-95.6891498,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.33354791825099905
67,Carbondale,2023-01-25,38.8186156,-95.6891498,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-1.727888797534623
68,Carbondale,2024-01-25,38.8186156,-95.6891498,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.23242759917274414
69,Carbondale,2022-01-26,38.8186156,-95.6891498,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.296577927935047
70,Carbondale,2023-01-26,38.8186156,-95.6891498,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-1.2017938895614388
71,Carbondale,2024-01-26,38.8186156,-95.6891498,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.12996705884018916
72,Carbondale,2022-01-27,38.8186156,-95.6891498,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.24564623040531688
73,Carbondale,2023-01-27,38.8186156,-95.6891498,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.3114857755691796
74,Carbondale,2025-01-27,38.8186156,-95.6891498,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.5976307771153522
75,Carbondale,2022-01-28,38.8186156,-95.6891498,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.527703700730585
76,Carbondale,2025-01-28,38.8186156,-95.6891498,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.1278539103517575
77,Carbondale,2024-01-29,38.8186156,-95.6891498,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4294525655475774
78,Carbondale,2025-01-29,38.8186156,-95.6891498,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.419077506864741
79,Carbondale,2023-01-30,38.8186156,-95.6891498,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.006398135505331
80,Carbondale,2024-01-30,38.8186156,-95.6891498,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1.0258171825455242
81,Carbondale,2025-01-30,38.8186156,-95.6891498,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.6440410883870343
82,Carbondale,2022-01-31,38.8186156,-95.6891498,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.07731827011815504
83,Carbondale,2023-01-31,38.8186156,-95.6891498,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1.5642488325523773
84,Carbondale,2024-01-31,38.8186156,-95.6891498,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.694164280601596
85,Carbondale,2025-01-31,38.8186156,-95.6891498,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0952678504077744
86,Carbondale,2022-02-01,38.8186156,-95.6891498,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.2566291111071629
87,Carbondale,2023-02-01,38.8186156,-95.6891498,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.18052569526481166
88,Carbondale,2024-02-01,38.8186156,-95.6891498,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.8033990315797214
89,Carbondale,2022-02-02,38.8186156,-95.6891498,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-3.7158205608673676
90,Carbondale,2023-02-02,38.8186156,-95.6891498,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.15274862757640062
91,Carbondale,2024-02-02,38.8186156,-95.6891498,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.6628320000849637
92,Carbondale,2022-02-03,38.8186156,-95.6891498,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-2.317299491910248
93,Carbondale,2023-02-03,38.8186156,-95.6891498,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.1583235080416846
94,Carbondale,2025-02-03,38.8186156,-95.6891498,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2605289536589999
95,Carbondale,2022-02-04,38.8186156,-95.6891498,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.2741123422811261
96,Carbondale,2025-02-04,38.8186156,-95.6891498,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.6663965746188708
97,Carbondale,2024-02-05,38.8186156,-95.6891498,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.442994236879042
98,Carbondale,2025-02-05,38.8186156,-95.6891498,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.694164280601596
99,Carbondale,2023-02-06,38.8186156,-95.6891498,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.4287071652267747
100,Carbondale,2024-02-06,38.8186156,-95.6891498,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.05104611746818165
101,Carbondale,2025-02-06,38.8186156,-95.6891498,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.4050041735980039
102,Carbondale,2022-02-07,38.8186156,-95.6891498,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.8374745236167536
103,Carbondale,2023-02-07,38.8186156,-95.6891498,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.35872134604352623
104,Carbondale,2024-02-07,38.8186156,-95.6891498,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.3274919996641756
105,Carbondale,2025-02-07,38.8186156,-95.6891498,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.8880669093329272
106,Carbondale,2022-02-08,38.8186156,-95.6891498,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.9488983754016882
107,Carbondale,2023-02-08,38.8186156,-95.6891498,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.419077506864741
108,Carbondale,2024-02-08,38.8186156,-95.6891498,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.31210657076908765
109,Carbondale,2022-02-09,38.8186156,-95.6891498,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.13754338686842746
110,Carbondale,2023-02-09,38.8186156,-95.6891498,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.2682542299252095
111,Carbondale,2024-02-09,38.8186156,-95.6891498,67,1164046.0,FINNEY,PIERCEVILLE,2024-02-09,1415.0,Tornado, ,EFU,0.0,0.0,0.0,0.0,KS,CST-6, ,189277.0,C,55.0,DDC,0.0,0.0,Social Media, ,0.1,25.0,2.15,SSW,2.15,SSW,PIERCEVILLE,2024-02-09,1420.0,37.8502,-100.6815,37.8502,-100.6815,Photos were sent into the NWS on social media of the landspout tornado.,A brief landspout tornado was reported through social media over rural areas of Finney county. A few photos of the landspout were taken.,110.0,1.0,448.49277777522883,4,0.879049925246369
112,Carbondale,2022-02-10,38.8186156,-95.6891498,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-2.157941548717561
113,Carbondale,2023-02-10,38.8186156,-95.6891498,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.7349046418054321
114,Carbondale,2024-02-10,38.8186156,-95.6891498,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-0.44946657497549486
115,Carbondale,2025-02-10,38.8186156,-95.6891498,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.6685509117281762
116,Carbondale,2022-02-11,38.8186156,-95.6891498,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.5624029091629998
117,Carbondale,2025-02-11,38.8186156,-95.6891498,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.2048282246257238
118,Carbondale,2024-02-12,38.8186156,-95.6891498,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.5840891057838874
119,Carbondale,2025-02-12,38.8186156,-95.6891498,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-3.159199667134199
120,Carbondale,2023-02-13,38.8186156,-95.6891498,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.7530127176724649
121,Carbondale,2024-02-13,38.8186156,-95.6891498,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.743315381762707
122,Carbondale,2025-02-13,38.8186156,-95.6891498,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.8033990315797214
123,Carbondale,2022-02-14,38.8186156,-95.6891498,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-2.1044016127810847
124,Carbondale,2023-02-14,38.8186156,-95.6891498,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.743315381762707
125,Carbondale,2024-02-14,38.8186156,-95.6891498,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.6146470100682861
126,Carbondale,2025-02-14,38.8186156,-95.6891498,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.023195208687306
127,Carbondale,2022-02-15,38.8186156,-95.6891498,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-2.025761675415394
128,Carbondale,2023-02-15,38.8186156,-95.6891498,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.33956023633143123
129,Carbondale,2024-02-15,38.8186156,-95.6891498,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.9495383435398357
130,Carbondale,2022-02-16,38.8186156,-95.6891498,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-1.1712679038014546
131,Carbondale,2023-02-16,38.8186156,-95.6891498,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.3253252020016604
132,Carbondale,2024-02-16,38.8186156,-95.6891498,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.3461849840015945
133,Carbondale,2025-02-16,38.8186156,-95.6891498,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.0
134,Carbondale,2022-02-17,38.8186156,-95.6891498,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-3.3531261226627134
135,Carbondale,2023-02-17,38.8186156,-95.6891498,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.8506934760448736
136,Carbondale,2025-02-17,38.8186156,-95.6891498,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0071435358261337
137,Carbondale,2022-02-18,38.8186156,-95.6891498,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-1.7876378184109634
138,Carbondale,2025-02-18,38.8186156,-95.6891498,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1.410411218264705
139,Carbondale,2024-02-19,38.8186156,-95.6891498,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.6828379833804435
140,Carbondale,2025-02-19,38.8186156,-95.6891498,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.6146470100682861
141,Carbondale,2023-02-20,38.8186156,-95.6891498,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.3585324309347533
142,Carbondale,2024-02-20,38.8186156,-95.6891498,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1.1027359896893605
143,Carbondale,2025-02-20,38.8186156,-95.6891498,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.3253252020016604
144,Carbondale,2022-02-21,38.8186156,-95.6891498,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.5976307771153522
145,Carbondale,2023-02-21,38.8186156,-95.6891498,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.6663965746188708
146,Carbondale,2024-02-21,38.8186156,-95.6891498,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.5660438112641053
147,Carbondale,2025-02-21,38.8186156,-95.6891498,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.5997763424510534
148,Carbondale,2022-02-22,38.8186156,-95.6891498,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1.487330025408541
149,Carbondale,2023-02-22,38.8186156,-95.6891498,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.214250212197839
150,Carbondale,2024-02-22,38.8186156,-95.6891498,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0292173151361792
151,Carbondale,2022-02-23,38.8186156,-95.6891498,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-1.5688542564680035
152,Carbondale,2023-02-23,38.8186156,-95.6891498,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.3917855423654311
153,Carbondale,2024-02-23,38.8186156,-95.6891498,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.7349046418054321
154,Carbondale,2022-02-24,38.8186156,-95.6891498,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-2.476657435102935
155,Carbondale,2023-02-24,38.8186156,-95.6891498,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.41825762572206293
